SAMPID,SMATSSCR,SMCENTER,SMPTHNTS,SMRIN,SMTS,SMTSD,SMUBRID,SMTSISCH,SMTSPAX,SMNABTCH,SMNABTCHT,SMNABTCHD,SMGEBTCH,SMGEBTCHD,SMGEBTCHT,SMAFRZE,SMGTC,SME2MPRT,SMCHMPRS,SMNTRART,SMNUMGPS,SMMAPRT,SMEXNCRT,SM550NRM,SMGNSDTC,SMUNMPRT,SM350NRM,SMRDLGTH,SMMNCPB,SME1MMRT,SMSFLGTH,SMESTLBS,SMMPPD,SMNTERRT,SMRRNANM,SMRDTTL,SMVQCFL,SMMNCV,SMTRSCPT,SMMPPDPR,SMCGLGTH,SMGAPPCT,SMUNPDRD,SMNTRNRT,SMMPUNRT,SMEXPEFF,SMMPPDUN,SME2MMRT,SME2ANTI,SMALTALG,SME2SNSE,SMMFLGTH,SME1ANTI,SMSPLTRD,SMBSMMRT,SME1SNSE,SME1PCTS,SMRRNART,SME1MPRT,SMNUM5CD,SMDPMPRT,SME2PCTS
GTEX-1H3NZ-1026-SM-A9SM5,1.0,C1,2 pieces; no fat; 10% fibrous content in 1,7.8,Heart,Heart - Atrial Appendage,0006631,579.0,595.0,BP-65801,RNA Extraction from Paxgene-derived Lysate Plate Based,07/29/2015,LCSET-7847,09/27/2015,TruSeq.v1,RNASEQ,,0.9914930000000001,241320.0,0.9763059999999999,,0.992925,0.813175,,22882.0,1.0,,76.0,,0.00593569,153.0,0.0,84363000.0,0.023443900000000004,1681550.0,84964100.0,13280800.0,,22902.0,42026900.0,,,0.0,0.163131,0.992925,0.807423,84363000.0,0.007558400000000001,17949700.0,11413500.0,18161400.0,185.0,18195900.0,13257800.0,0.00674588,18008500.0,49.7412,0.019791299999999998,0.994358,,0.0,50.2931
GTEX-1H3NZ-1326-SM-9JGHI,1.0,C1,6 pieces; foci of chronic inflammation; partial sloughing of epithelium,7.6,Esophagus,Esophagus - Mucosa,0006920,587.0,588.0,BP-59456,RNA Extraction from Paxgene-derived Lysate Plate Based,01/09/2015,LCSET-6805,04/27/2015,TruSeq.v1,RNASEQ,,0.991871,350499.0,0.9678260000000001,,0.993152,0.732225,,26384.0,1.0,,76.0,,0.00247208,280.0,0.0,120164000.0,0.031106099999999998,382556.0,120993000.0,6052580.0,,26436.0,59819800.0,,,0.0,0.235602,0.993152,0.7272109999999999,120164000.0,0.00338002,26561500.0,14827300.0,26773200.0,313.0,26782200.0,19034200.0,0.00292547,26700200.0,49.9234,0.00316181,0.994433,,0.0,50.1985
GTEX-1H3O1-0226-SM-9WYSW,1.0,B1,"2 pieces, no abnormalities",6.6,Heart,Heart - Atrial Appendage,0006631,1164.0,982.0,BP-62478,RNA Extraction from Paxgene-derived Lysate Plate Based,04/10/2015,LCSET-7430,07/22/2015,TruSeq.v1,RNASEQ,,0.994524,128141.0,0.9792649999999999,,0.9958290000000001,0.8073140000000001,,22688.0,1.0,,76.0,,0.00267365,264.0,0.0,79461200.0,0.020603200000000002,3016600.0,79794100.0,5203890.0,,22709.0,39613000.0,,,0.0,0.171951,0.9958290000000001,0.803946,79461200.0,0.00446288,17216500.0,14328400.0,17538700.0,258.0,17541200.0,7414450.0,0.00356709,17291900.0,49.6422,0.0378047,0.997134,,0.0,50.4636
GTEX-1H3VE-0326-SM-9YFLH,1.0,B1,6 pieces; essentially well trimmed; epidermis ~35 microns,8.3,Skin,Skin - Sun Exposed (Lower leg),0004264,1087.0,593.0,BP-63441,RNA Extraction from Paxgene-derived Lysate Plate Based,05/12/2015,LCSET-7536,08/08/2015,TruSeq.v1,RNASEQ,,0.99385,213708.0,0.977916,,0.995166,0.8390049999999999,,23343.0,1.0,,76.0,,0.00237005,301.0,0.0,99405700.0,0.021735400000000002,532358.0,99888600.0,3507260.0,,23363.0,49539900.0,,,0.0,0.13891099999999998,0.995166,0.8349489999999999,99405700.0,0.00357247,21689000.0,9838370.0,21902900.0,294.0,21883300.0,19430800.0,0.00297047,21836200.0,49.9461,0.00532952,0.996481,,0.0,50.2453
GTEX-1H3VY-0326-SM-9WYU6,0.0,B1,2 pieces,8.2,Muscle,Muscle - Skeletal,0011907,430.0,1396.0,BP-63441,RNA Extraction from Paxgene-derived Lysate Plate Based,05/12/2015,LCSET-7430,07/22/2015,TruSeq.v1,RNASEQ,,0.994843,225477.0,0.9822489999999999,,0.99623,0.877136,,19641.0,1.0,,76.0,,0.00195508,279.0,0.0,96128200.0,0.0175166,1100980.0,96492000.0,6325550.0,,19650.0,47924800.0,,,0.0,0.10511300000000001,0.99623,0.8738290000000001,96128200.0,0.00373081,21002700.0,11791000.0,21263500.0,294.0,21251300.0,18836100.0,0.00284171,21126200.0,49.8524,0.0114101,0.997616,,0.0,50.3085
GTEX-1H4P4-0011-R1b-SM-CL54V,,"B1, A1",,5.7,Brain,Brain - Hippocampus,0001954,1076.0,,BP-71187,RNA isolation_PAXgene Tissue miRNA,01/26/2016,LCSET-9114,07/13/2016,TruSeq.v1,RNASEQ,,0.99346,880600.0,0.955692,,0.9951139999999999,0.8349479999999999,,21389.0,1.0,,76.0,,0.00278902,377.0,0.0,109685000.0,0.044180000000000004,15461800.0,110223000.0,13516600.0,,21400.0,54645300.0,,,0.0,0.120744,0.9951139999999999,0.8308690000000001,109685000.0,0.00425566,23361700.0,48482700.0,24671600.0,380.0,24345100.0,6222990.0,0.00352112,23817900.0,49.4527,0.14027699999999999,0.996768,,0.0,51.3636
GTEX-1H4P4-2126-SM-9WYSL,1.0,B1,"6 pieces; largely disrupted sections, some residual fat",7.7,Skin,Skin - Not Sun Exposed (Suprapubic),0036149,1335.0,1292.0,BP-61198,RNA Extraction from Paxgene-derived Lysate Plate Based,03/03/2015,LCSET-7430,07/22/2015,TruSeq.v1,RNASEQ,,0.9930459999999999,144741.0,0.9756239999999999,,0.994525,0.754387,,23997.0,1.0,,76.0,,0.0026191,221.0,0.0,90711600.0,0.0241327,346753.0,91211000.0,6385010.0,,24034.0,45193000.0,,,0.0,0.221237,0.994525,0.750257,90711600.0,0.00432327,19917200.0,9447420.0,20099900.0,225.0,20112300.0,14275600.0,0.00346992,20035300.0,49.9041,0.00380166,0.9960040000000001,,0.0,50.2283
GTEX-1HB9E-0526-SM-ARZNM,0.0,B1,"2 pieces, fascia/vascular elements are ~5-10% of tissue",8.1,Adipose Tissue,Adipose - Visceral (Omentum),0010414,575.0,802.0,BP-67880,RNA Extraction from Paxgene-derived Lysate Plate Based,10/07/2015,LCSET-8136,01/23/2016,TruSeq.v1,RNASEQ,,0.988785,675104.0,0.9793950000000001,,0.990941,0.771397,,22447.0,1.0,,76.0,,0.00250222,130.0,0.0,63829600.0,0.0200633,254245.0,64413100.0,2778380.0,,22471.0,31662300.0,,,0.0,0.207998,0.990941,0.764409,63829600.0,0.00372134,14128100.0,6893020.0,14343100.0,133.0,14637600.0,12327200.0,0.00311045,13964900.0,48.824,0.003947099999999999,0.9930969999999999,,0.0,50.3775
GTEX-1HBPH-0226-SM-9WYSM,1.0,C1,2 pieces; 20% internal fat,7.3,Heart,Heart - Atrial Appendage,0006631,916.0,938.0,BP-61198,RNA Extraction from Paxgene-derived Lysate Plate Based,03/03/2015,LCSET-7430,07/22/2015,TruSeq.v1,RNASEQ,,0.9944540000000001,172143.0,0.979592,,0.9954569999999999,0.785229,,22075.0,1.0,,76.0,,0.00221675,268.0,0.0,96133200.0,0.0201143,2311730.0,96572000.0,6134270.0,,22102.0,47935800.0,,,0.0,0.194363,0.9954569999999999,0.781662,96133200.0,0.00383426,20846600.0,11566700.0,20950500.0,269.0,20943600.0,14267200.0,0.00302469,20931000.0,49.9849,0.0239379,0.996459,,0.0,50.1243
GTEX-1HBPH-0326-SM-CM2S8,1.0,C1,"2 pieces; moderate atheromatous plaques, but widely patent lumen; up to 0.4mm external fat",7.0,Blood Vessel,Artery - Coronary,0001621,919.0,935.0,BP-70497,RNA Extraction from Paxgene-derived Lysate Plate Based,01/07/2016,LCSET-9115,07/13/2016,TruSeq.v1,RNASEQ,,0.992092,494668.0,0.968419,,0.9933200000000001,0.745428,,23540.0,1.0,,76.0,,0.00230461,189.0,0.0,90359900.0,0.031221699999999998,213268.0,90967500.0,5763150.0,,23583.0,44955800.0,,,0.0,0.222991,0.9933200000000001,0.740449,90359900.0,0.00299423,19452700.0,6880020.0,19512000.0,204.0,19536100.0,14483500.0,0.00264899,19536900.0,50.001000000000005,0.00234444,0.994548,,0.0,50.0761
GTEX-1HBPI-1426-SM-B2LW7,1.0,B1,2 pieces; <5% fibrous content; refixed at VARI,6.1,Adipose Tissue,Adipose - Subcutaneous,0002190,953.0,970.0,BP-67880,RNA Extraction from Paxgene-derived Lysate Plate Based,10/07/2015,LCSET-8723,04/02/2016,TruSeq.v1,RNASEQ,,0.989311,397171.0,0.972039,,0.991216,0.767548,,23100.0,1.0,,76.0,,0.00248358,139.0,0.0,60804700.0,0.0276623,445576.0,61343500.0,3261580.0,,23124.0,30218900.0,,,0.0,0.204491,0.991216,0.7608060000000001,60804700.0,0.00389573,13425800.0,5954210.0,13443800.0,148.0,13472600.0,9277180.0,0.0031883000000000002,13503300.0,50.0569,0.00726362,0.9931209999999999,,0.0,50.0334
GTEX-1HBPI-2226-SM-9WYTY,1.0,B1,6 pieces; mostly well dissected muscle; small foci of mucosa,5.9,Colon,Colon - Sigmoid,0001159,1023.0,900.0,BP-63441,RNA Extraction from Paxgene-derived Lysate Plate Based,05/12/2015,LCSET-7430,07/22/2015,TruSeq.v1,RNASEQ,,0.9928110000000001,102965.0,0.9702790000000001,,0.9938870000000001,0.8194040000000001,,24041.0,1.0,,76.0,,0.00258403,208.0,0.0,85748800.0,0.029096499999999997,1093280.0,86276200.0,6099330.0,,24070.0,42704800.0,,,0.0,0.150875,0.9938870000000001,0.814395,85748800.0,0.00446782,18484400.0,7810530.0,18696000.0,243.0,18639600.0,12758100.0,0.00352491,18632400.0,49.9904,0.012671799999999999,0.994964,,0.0,50.2845
GTEX-1HBPM-1526-SM-A9G3H,1.0,C1,6 pieces; target musculairs,5.9,Esophagus,Esophagus - Muscularis,0004648,701.0,680.0,BP-65801,RNA Extraction from Paxgene-derived Lysate Plate Based,07/29/2015,LCSET-7846,09/23/2015,TruSeq.v1,RNASEQ,,0.985505,166706.0,0.967975,,0.990476,0.77767,,22119.0,1.0,,76.0,,0.00400477,123.0,0.0,59983400.0,0.0318563,1216000.0,60560200.0,5591190.0,,22146.0,29765500.0,,,0.0,0.190305,0.990476,0.770263,59983400.0,0.00425918,12925200.0,6623950.0,13222400.0,141.0,13293800.0,7265280.0,0.00412967,13119400.0,49.6697,0.0200792,0.995447,,0.0,50.5684
GTEX-1HBPN-0002-SM-EYYW2,,B1,,9.5,Blood,Cells - EBV-transformed lymphocytes,EFO_0000572,-115.0,,BP-59800,RNA isolation_Trizol Manual (Cell Pellet),01/21/2015,LCSET-10978,05/28/2017,TruSeq.v1,RNASEQ,,0.988442,572903.0,0.972571,,0.991023,0.8304600000000001,,20457.0,1.0,,76.0,,0.00245275,151.0,0.0,73571000.0,0.026130200000000003,320488.0,74237500.0,2645830.0,,20476.0,36554600.0,,,0.0,0.142111,0.991023,0.8230049999999999,73571000.0,0.00332359,16413000.0,8161220.0,16513400.0,152.0,16580800.0,17478900.0,0.00288703,16527300.0,49.9193,0.00431707,0.993603,,0.0,50.1526
GTEX-1HBPN-1026-SM-9YFLZ,1.0,B1,"6 pieces, minimal atherosis",7.7,Blood Vessel,Artery - Aorta,0001496,130.0,890.0,BP-63487,RNA Extraction from Paxgene-derived Lysate Plate Based,05/13/2015,LCSET-7536,08/08/2015,TruSeq.v1,RNASEQ,,0.9941709999999999,236601.0,0.9740770000000001,,0.995286,0.8252649999999999,,23110.0,1.0,,76.0,,0.00235577,275.0,0.0,90110600.0,0.0255168,387826.0,90537400.0,3185500.0,,23134.0,44912900.0,,,0.0,0.148812,0.995286,0.8213739999999999,90110600.0,0.00339519,19490900.0,6706840.0,19676300.0,258.0,19658500.0,16784300.0,0.0028749,19607500.0,49.9351,0.0042836,0.9964,,0.0,50.2367
GTEX-1HC8U-1126-SM-COH35,1.0,B1,6 pieces; mild plaque formation,6.9,Blood Vessel,Artery - Aorta,0001496,365.0,914.0,BP-73249,RNA Extraction from Paxgene-derived Lysate Plate Based,03/31/2016,LCSET-9414,08/03/2016,TruSeq.v1,RNASEQ,,0.9918450000000001,279527.0,0.976081,,0.993167,0.8291940000000001,,22315.0,1.0,,76.0,,0.00371843,153.0,0.0,72524700.0,0.023483700000000003,279048.0,73023700.0,7697310.0,,22335.0,36114400.0,,,0.0,0.146887,0.993167,0.823528,72524700.0,0.00467624,15626600.0,6305080.0,15686300.0,158.0,15672700.0,14414200.0,0.0041967,15740200.0,50.1075,0.00382134,0.994489,,0.0,50.0953
GTEX-1HCU6-0426-SM-CM2SI,1.0,C1,2 pieces; well trimmed except for a 1.4 x 0.4mm external fat nodule,7.5,Blood Vessel,Artery - Tibial,0007610,1089.0,1139.0,BP-70539,RNA Extraction from Paxgene-derived Lysate Plate Based,01/08/2016,LCSET-9115,07/13/2016,TruSeq.v1,RNASEQ,,0.9928389999999999,338328.0,0.9710700000000001,,0.9941530000000001,0.769745,,23144.0,1.0,,76.0,,0.00211576,210.0,0.0,95065000.0,0.0286058,399034.0,95624100.0,5632790.0,,23185.0,47334600.0,,,0.0,0.201325,0.9941530000000001,0.7652439999999999,95065000.0,0.00291677,20549400.0,7726640.0,20644300.0,241.0,20671800.0,15454600.0,0.00251573,20639000.0,49.9603,0.00417294,0.995467,,0.0,50.1152
GTEX-1HCU7-2026-SM-A9G2B,1.0,B1,2 pieces; 5% fibrous content,6.7,Adipose Tissue,Adipose - Visceral (Omentum),0010414,488.0,957.0,BP-64391,RNA Extraction from Paxgene-derived Lysate Plate Based,06/11/2015,LCSET-7846,09/23/2015,TruSeq.v1,RNASEQ,,0.983549,227530.0,0.976318,,0.989721,0.801463,,23403.0,1.0,,76.0,,0.00388888,206.0,0.0,85211500.0,0.0233854,732249.0,86096500.0,8056530.0,,23429.0,42248800.0,,,0.0,0.17485499999999998,0.989721,0.7932239999999999,85211500.0,0.00435776,18603300.0,11046000.0,18897200.0,210.0,19065900.0,13858500.0,0.00411881,18918700.0,49.8062,0.00850498,0.995892,,0.0,50.3918
GTEX-1HCU7-2626-SM-C1YQO,2.0,B1,"6 pieces; mucosa largely autolyzed, muscularis intact",6.0,Colon,Colon - Transverse,0001157,521.0,924.0,BP-70497,RNA Extraction from Paxgene-derived Lysate Plate Based,01/07/2016,LCSET-9105,05/16/2016,TruSeq.v1,RNASEQ,,0.988087,510629.0,0.9731129999999999,,0.990392,0.8215690000000001,,23595.0,1.0,,76.0,,0.00191562,204.0,0.0,85430300.0,0.0265417,469040.0,86259100.0,4195740.0,,23618.0,42495600.0,,,0.0,0.151544,0.990392,0.8136760000000001,85430300.0,0.00236458,18526800.0,7786980.0,18667600.0,216.0,18675800.0,15534000.0,0.00213958,18702400.0,50.0356,0.00543757,0.992698,,0.0,50.1893
GTEX-1HCU8-0005-SM-A96RL,,C1,,8.8,Blood,Whole Blood,0013756,668.0,,BP-57961,RNA isolation_PAXgene Blood RNA (Manual),11/10/2014,LCSET-7845,09/19/2015,TruSeq.v1,RNASEQ,,0.991448,442091.0,0.970857,,0.992816,0.739484,,19528.0,1.0,,76.0,,0.00234612,115.0,0.0,75625600.0,0.0286205,98719.0,76172900.0,2486500.0,,19549.0,37667300.0,,,0.0,0.23137199999999997,0.992816,0.734171,75625600.0,0.00290407,17111200.0,51575800.0,17211300.0,137.0,17275400.0,15056500.0,0.00262471,17155500.0,49.8259,0.00129599,0.994183,,0.0,50.1459
GTEX-1HCU8-1526-SM-ADEHG,0.0,C1,"2 pieces, ~70% occlusive focally aclicifying atherosis, rep delineated",7.0,Blood Vessel,Artery - Tibial,0007610,806.0,622.0,BP-64349,RNA Extraction from Paxgene-derived Lysate Plate Based,06/10/2015,LCSET-7849,10/20/2015,TruSeq.v1,RNASEQ,,0.982203,353067.0,0.971045,,0.9885229999999999,0.78079,,23527.0,1.0,,76.0,,0.00350716,275.0,0.0,94880300.0,0.0285861,489407.0,95981900.0,10471600.0,,23565.0,46998000.0,,,0.0,0.190255,0.9885229999999999,0.771829,94880300.0,0.0032119999999999996,20513300.0,8897860.0,20771100.0,265.0,20998700.0,15437700.0,0.00336052,20819400.0,49.7857,0.00509895,0.994843,,0.0,50.3121
GTEX-1HCU9-0226-SM-9WPNT,1.0,B1,2 pieces; moderate lymphoid content consistent with lymphocytic (Hashimoto) thyroiditis,7.6,Thyroid,Thyroid,0002046,847.0,647.0,BP-60908,RNA Extraction from Paxgene-derived Lysate Plate Based,02/25/2015,LCSET-7429,07/20/2015,TruSeq.v1,RNASEQ,,0.98729,233050.0,0.9648200000000001,,0.988981,0.751378,,24745.0,1.0,,76.0,,0.00668866,128.0,0.0,74217700.0,0.0338301,169209.0,75044600.0,11479300.0,,24777.0,36903500.0,,,0.0,0.21344200000000002,0.988981,0.743099,74217700.0,0.00737124,16294800.0,10931000.0,16391600.0,139.0,16438800.0,11869500.0,0.00702937,16366200.0,49.8893,0.00225478,0.9906719999999999,,0.0,50.1481
GTEX-1HCU9-0626-SM-ACKW6,0.0,B1,2 pieces; <5% fibrous content,6.6,Adipose Tissue,Adipose - Visceral (Omentum),0010414,861.0,633.0,BP-64391,RNA Extraction from Paxgene-derived Lysate Plate Based,06/11/2015,LCSET-7848,10/06/2015,TruSeq.v1,RNASEQ,,0.992102,175787.0,0.976211,,0.993919,0.829125,,22538.0,1.0,,76.0,,0.00296807,273.0,0.0,88266600.0,0.0235756,1144100.0,88806600.0,11772300.0,,22558.0,43970100.0,,,0.0,0.147086,0.993919,0.824083,88266600.0,0.00393945,19295800.0,15306500.0,19570400.0,270.0,19590500.0,11852600.0,0.00345288,19416900.0,49.7775,0.012883100000000001,0.9957370000000001,,0.0,50.3533
GTEX-1HCUA-0526-SM-A9SMH,0.0,B1,"2 pieces; interstitial and patchy fibrosis c/w prior ischemia, hypertrophy",8.5,Heart,Heart - Left Ventricle,0006566,201.0,539.0,BP-65829,RNA Extraction from Paxgene-derived Lysate Plate Based,07/30/2015,LCSET-7847,09/27/2015,TruSeq.v1,RNASEQ,,0.9909030000000001,313789.0,0.9819620000000001,,0.992253,0.856297,,22178.0,1.0,,76.0,,0.00655645,272.0,0.0,109409000.0,0.0177164,1541930.0,110263000.0,19928800.0,,22194.0,54513400.0,,,0.0,0.125664,0.992253,0.849664,109409000.0,0.0077834,23827700.0,19783600.0,24170100.0,267.0,24096100.0,19425800.0,0.00716909,24004800.0,49.9051,0.013984100000000001,0.993603,,0.0,50.3566
GTEX-1HCVE-0006-SM-ADEH2,,C1,,8.8,Blood,Whole Blood,0013756,586.0,,BP-58083,RNA isolation_PAXgene Blood RNA (Manual),11/14/2014,LCSET-7849,10/20/2015,TruSeq.v1,RNASEQ,,0.97221,1311900.0,0.945623,,0.9787799999999999,0.732309,,17847.0,1.0,,76.0,,0.00345695,98.0,0.0,77768700.0,0.053652599999999995,211239.0,79454700.0,8400290.0,,17861.0,38494900.0,,,0.0,0.21331399999999998,0.9787799999999999,0.71677,77768700.0,0.00401402,17187300.0,104252000.0,17440900.0,122.0,17657400.0,17125200.0,0.00373362,17466100.0,49.7277,0.00265861,0.98535,,0.0,50.3663
GTEX-1HCVE-0226-SM-CGQEV,0.0,C1,2 pieces; fascia/vascular elements (rep delineated) are ~5-10% tissue,7.4,Adipose Tissue,Adipose - Subcutaneous,0002190,754.0,1402.0,BP-69050,RNA Extraction from Paxgene-derived Lysate Plate Based,11/16/2015,LCSET-9104,06/20/2016,TruSeq.v1,RNASEQ,,0.993576,613470.0,0.969622,,0.9950899999999999,0.792666,,26086.0,1.0,,76.0,,0.00377972,386.0,0.0,180008000.0,0.0300797,1083130.0,180896000.0,12529700.0,,26153.0,89706100.0,,,0.0,0.176956,0.9950899999999999,0.788773,180008000.0,0.00368288,39330300.0,26342600.0,39615500.0,394.0,39577200.0,28857200.0,0.00373396,39578200.0,50.0007,0.00598757,0.996604,,0.0,50.1806
GTEX-1HCVE-0726-SM-A96SH,1.0,C1,"2 pieces, mild goitrous changes",7.2,Thyroid,Thyroid,0002046,822.0,1336.0,BP-64391,RNA Extraction from Paxgene-derived Lysate Plate Based,06/11/2015,LCSET-7845,09/19/2015,TruSeq.v1,RNASEQ,,0.9918879999999999,235820.0,0.966993,,0.9932989999999999,0.754732,,24212.0,1.0,,76.0,,0.00220908,165.0,0.0,82700000.0,0.0326881,137476.0,83257900.0,3029460.0,,24252.0,41200700.0,,,0.0,0.212261,0.9932989999999999,0.749675,82700000.0,0.00245267,18069700.0,7879720.0,18202900.0,197.0,18231400.0,13991600.0,0.00233071,18151100.0,49.8896,0.00165121,0.9947090000000001,,0.0,50.1837
GTEX-1HFI7-2326-SM-CGQFS,1.0,B1,6 pieces; includes up to 30% attached (1.2mm) and internal fat,7.1,Skin,Skin - Not Sun Exposed (Suprapubic),0036149,470.0,613.0,BP-69094,RNA Extraction from Paxgene-derived Lysate Plate Based,11/17/2015,LCSET-9104,06/20/2016,TruSeq.v1,RNASEQ,,0.991647,550185.0,0.9704940000000001,,0.993605,0.765787,,26320.0,1.0,,76.0,,0.00359171,500.0,0.0,168452000.0,0.029266200000000003,1374040.0,169537000.0,11515300.0,,26383.0,83899400.0,,,0.0,0.204707,0.993605,0.76089,168452000.0,0.00403616,36996700.0,18434100.0,37181400.0,430.0,37176900.0,25328300.0,0.00380165,37280000.0,50.0692,0.00810471,0.9955639999999999,,0.0,50.1245
GTEX-1HGF4-0002-SM-EZ6M7,,B1,,9.4,Blood,Cells - EBV-transformed lymphocytes,EFO_0000572,709.0,,BP-59920,RNA isolation_Trizol Manual (Cell Pellet),01/23/2015,LCSET-10979,05/29/2017,TruSeq.v1,RNASEQ,,0.9922219999999999,965504.0,0.957044,,0.9936530000000001,0.8166770000000001,,21812.0,1.0,,76.0,,0.00239785,286.0,0.0,121848000.0,0.0425396,824553.0,122627000.0,8308800.0,,21848.0,60723000.0,,,0.0,0.140368,0.9936530000000001,0.811493,121848000.0,0.0033845,26739000.0,35046400.0,26987200.0,312.0,27035300.0,28649600.0,0.00289046,26861500.0,49.8387,0.0067241,0.995084,,0.0,50.231
GTEX-1HGF4-0011-R5b-SM-CM2ST,,"B1, A1",,9.5,Brain,Brain - Caudate (basal ganglia),0001873,760.0,,BP-71192,RNA isolation_PAXgene Tissue miRNA,01/26/2016,LCSET-9115,07/13/2016,TruSeq.v1,RNASEQ,,0.9945139999999999,1052260.0,0.960835,,0.9957540000000001,0.8377209999999999,,24989.0,1.0,,76.0,,0.00173864,373.0,0.0,130946000.0,0.0388319,9032130.0,131505000.0,7316520.0,,25016.0,65257800.0,,,0.0,0.12311400000000002,0.9957540000000001,0.8341639999999999,130946000.0,0.00239934,28445000.0,34837200.0,28754400.0,366.0,28708600.0,14171800.0,0.00206858,28640400.0,49.9405,0.06868300000000001,0.9969950000000001,,0.0,50.2704
GTEX-1HGF4-0726-SM-9WYU9,1.0,B1,2 pieces; minmal extraneous tissue,6.3,Thyroid,Thyroid,0002046,758.0,1301.0,BP-63441,RNA Extraction from Paxgene-derived Lysate Plate Based,05/12/2015,LCSET-7430,07/22/2015,TruSeq.v1,RNASEQ,,0.9915639999999999,206833.0,0.965586,,0.993317,0.726146,,23874.0,1.0,,76.0,,0.00248425,155.0,0.0,74285600.0,0.0341522,557564.0,74785400.0,5043160.0,,23907.0,36991600.0,,,0.0,0.23944000000000001,0.993317,0.7212930000000001,74285600.0,0.00453437,16276500.0,9077920.0,16430800.0,170.0,16436700.0,9304390.0,0.0035075,16394300.0,49.9354,0.00745552,0.9950700000000001,,0.0,50.236000000000004
GTEX-1HGF4-2826-SM-ADEII,1.0,B1,2 pieces; extensive medial calcification,7.8,Blood Vessel,Artery - Tibial,0007610,847.0,1212.0,BP-64349,RNA Extraction from Paxgene-derived Lysate Plate Based,06/10/2015,LCSET-7849,10/20/2015,TruSeq.v1,RNASEQ,,0.9817620000000001,210272.0,0.973467,,0.988072,0.812905,,22209.0,1.0,,76.0,,0.00331931,162.0,0.0,76196700.0,0.0262188,415509.0,77116600.0,8148210.0,,22236.0,37738900.0,,,0.0,0.16056099999999998,0.988072,0.8032090000000001,76196700.0,0.00361417,16423900.0,8618880.0,16637100.0,182.0,16775700.0,12948200.0,0.0034658000000000002,16716300.0,49.9114,0.00538807,0.994382,,0.0,50.3225
GTEX-1HKZK-0226-SM-9WYUG,1.0,B1,2 pieces (fragmented),8.6,Muscle,Muscle - Skeletal,0011907,597.0,500.0,BP-63487,RNA Extraction from Paxgene-derived Lysate Plate Based,05/13/2015,LCSET-7430,07/22/2015,TruSeq.v1,RNASEQ,,0.994856,227498.0,0.9816950000000001,,0.9959379999999999,0.864518,,21151.0,1.0,,76.0,,0.00234709,284.0,0.0,99241700.0,0.0180641,1157700.0,99646500.0,6504480.0,,21168.0,49490200.0,,,0.0,0.117177,0.9959379999999999,0.8610059999999999,99241700.0,0.00398871,21787400.0,10430600.0,22006300.0,288.0,21965800.0,18985200.0,0.00316701,21916600.0,49.9439,0.011618,0.9970190000000001,,0.0,50.2499
GTEX-1HKZK-1426-SM-A96U1,0.0,B1,6 pieces,8.9,Esophagus,Esophagus - Mucosa,0006920,663.0,434.0,BP-65829,RNA Extraction from Paxgene-derived Lysate Plate Based,07/30/2015,"LCSET-7845,LCSET-7961",10/06/2015,TruSeq.v1,RNASEQ,,0.9935209999999999,401816.0,0.9736879999999999,,0.994202,0.802602,,25544.0,1.0,,76.0,,0.00240786,393.0,0.0,179183000.0,0.0258873,546829.0,180228000.0,10556900.0,,25598.0,89372200.0,,,0.0,0.171086,0.994202,0.797948,179183000.0,0.00278725,40290300.0,25870700.0,40489600.0,347.0,40484600.0,36044500.0,0.00259743,40415200.0,49.9571,0.0030340999999999996,0.994883,,0.0,50.1233
GTEX-1HR98-0005-SM-A9SKM,,C1,,7.0,Blood,Whole Blood,0013756,1204.0,,BP-58459,RNA isolation_PAXgene Blood RNA (Manual),11/26/2014,LCSET-7847,09/27/2015,TruSeq.v1,RNASEQ,,0.952758,303671.0,0.978001,,0.95429,0.794385,,17170.0,1.0,,76.0,,0.00673373,90.0,0.0,64660500.0,0.019944999999999997,171252.0,67757700.0,12143900.0,,17173.0,32127500.0,,,0.0,0.183616,0.95429,0.758074,64660500.0,0.00889482,15253500.0,117232000.0,15365300.0,109.0,15359700.0,16999000.0,0.00781254,15386900.0,50.0442,0.00252742,0.955822,,0.0,50.1826
GTEX-1HR98-0226-SM-CGQEK,1.0,C1,2 pieces; 10% fibrovascular content,7.0,Adipose Tissue,Adipose - Subcutaneous,0002190,1358.0,1066.0,BP-69050,RNA Extraction from Paxgene-derived Lysate Plate Based,11/16/2015,LCSET-9104,06/20/2016,TruSeq.v1,RNASEQ,,0.993144,488719.0,0.977958,,0.994699,0.815887,,25520.0,1.0,,76.0,,0.00376301,381.0,0.0,159785000.0,0.021747,746178.0,160636000.0,11177000.0,,25576.0,79604300.0,,,0.0,0.162071,0.994699,0.811562,159785000.0,0.00374926,35545700.0,15777100.0,35747500.0,401.0,35765300.0,27029700.0,0.00375651,35722600.0,49.9701,0.00464514,0.9962540000000001,,0.0,50.1415
